Title,Application Name,Application Short Name,Application Filing Date,Company Name,Commodity,File Name,ESA Folder URL,Document Number,Data ID,PDF Download URL,Application Type,Pipeline Location,Hearing Order,Consultant Name,Pipeline Status,Regulatory Instrument(s),Application URL,Decision URL,ESA Section(s),ESA Section(s) Index,Topics,PDF Page Number,tableNumber,PDF Size (bytes),PDF Page Count,Outline Present,figureNumber,Content Type
TABLE 8B INCIDENTAL WEEDS OBSERVED ALONG THE SINCLAIR PIPELINE ROUTEa,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",194,1.0,9606854,208,1,,Table
TABLE 9 RECOMMENDED VEHICLE CLEANING STATION LOCATIONS ALONG THE SINCLAIR PIPELINE ROUTE,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",196,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",26,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",31,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",32,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",33,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",33,2.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",34,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",35,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",36,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",37,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",37,2.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",38,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",39,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",40,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",41,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",42,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",43,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",44,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",44,2.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",45,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",46,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",47,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",48,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",49,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",50,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",51,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",52,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",53,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",53,2.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",54,1.0,9606854,208,1,,Table
Table 1-1. Technical Details,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-8 Environmental and Socio-Economic Assessment - Part 2 - A7X5R0,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R0,4159893,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4159893,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 1A Pipeline Environmental Protection Plan,,"['Human', 'Environment Protection Plan']",55,1.0,9606854,208,1,,Table
